title,album,year,lyrics,word_count,character_count,roberta_label,roberta_confidence,roberta_compound,model_window_score,theme_valence,calibration_anchor,sentiment_windows,label_distribution,textblob_polarity,textblob_subjectivity,midnight,day,night,sun,moon,dark,light,dawn,dusk,time,forever,never,always,memory,remember,forget,hour,moment,yesterday,tomorrow,tonight,clock,timeless,love,heart,break,tears,smile,happy,sad,cry,pain,angry,mad,hurt,scared,fear,hope,dream,lonely,regret,sorry,shame,trust,betrayal,grace,red,blue,golden,white,black,color,paint,gray,silver,green,purple,pink,gold,blonde,rain,storm,snow,winter,summer,spring,autumn,wind,fire,water,ocean,river,sky,star,earth,sea,lightning,sunshine,cloud,leaf,tree,boy,girl,man,woman,baby,darling,dear,sweet,kiss,dance,touch,hold,leave,stay,wait,lover,friend,enemy,ex,together,apart,promise,roberta_sentiment
Our Song,Taylor Swift,2006,"I was ridin' shotgun with my hair undone
In the front seat of his car
He's got a one-hand feel on the steering wheel
The other on my heart
I look around, turn the radio down
He says, ""Baby, is something wrong?""
I say, ""Nothing, I was just thinkin' how we don't have a song""
And he says
Our song is the slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone, and you talk real slow
'Cause it's late, and your mama don't know
Our song is the way you laugh
The first date, ""Man, I didn't kiss her, and I should have""
And when I got home, 'fore I said, ""Amen""
Asking God if he could play it again
I was walkin' up the front porch steps after everything that day
Had gone all wrong and been trampled on
And lost and thrown away
Got to the hallway, well on my way to my lovin' bed
I almost didn't notice all the roses
And the note that said
Our song is the slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone, and you talk real slow
'Cause it's late, and your mama don't know
Our song is the way you laugh
The first date, ""Man, I didn't kiss her and I should have""
And when I got home, 'fore I said, ""Amen""
Asking God if he could play it again
I've heard every album, listened to the radio
Waited for something to come along
That was as good as our song
'Cause our song is the slamming screen door
Sneakin' out late, tapping on his window
When we're on the phone, and he talks real slow
'Cause it's late, and his mama don't know
Our song is the way he laughs
The first date, ""Man, I didn't kiss him, and I should have""
And when I got home, 'fore I said, ""Amen""
Askin' God if he could play it again, play it again
Oh, yeah
Oh, oh yeah
I was ridin' shotgun with my hair undone
In the front seat of his car
I grabbed a pen and an old napkin
And I wrote down our song",370,1824,mixed,0.2074,0.2074,0.2643,0.0,,"[{'window_index': 0, 'negative': 0.1201, 'neutral': 0.7582, 'positive': 0.1217, 'signed_score': 0.0016, 'weight': 21.5407}, {'window_index': 1, 'negative': 0.1792, 'neutral': 0.6321, 'positive': 0.1887, 'signed_score': 0.0095, 'weight': 10.8628}, {'window_index': 2, 'negative': 0.0224, 'neutral': 0.1815, 'positive': 0.7961, 'signed_score': 0.7737, 'weight': 16.5409}]","{'positive': 1, 'negative': 0, 'mixed': 2}",-0.116,0.4835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
Im Only Me When Im With You,Taylor Swift,2006,"Friday night beneath the stars
In a field behind your yard
You and I are painting pictures in the sky
Sometimes we don't say a thing
Just listen to the crickets sing
Everything I need is right here by my side
And I know everything about you
I don't wanna live without you
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half I'm only trying
To let you know that what I feel is true
And I'm only me when I'm with you
Just a small-town boy and girl
Living in the crazy world
Trying to figure out what is and isn't true
And I don't try to hide my tears
My secrets or my deepest fears
Through it all nobody gets me like you do
And you know everything about me
You say that you can't live without me
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half I'm only trying
To let you know that what I feel is true
And I'm only me when I'm with you
When I'm with anybody else
It's so hard to be myself
And only you can tell
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half I'm only trying
To let you know that what I feel is true
And I'm only me
Who I wanna be
Well, I'm only me when I'm with you
With you (uh, yeah)
",303,1441,positive,0.264,0.264,0.3356,-0.1147,,"[{'window_index': 0, 'negative': 0.0535, 'neutral': 0.5574, 'positive': 0.3891, 'signed_score': 0.3356, 'weight': 23.6981}]","{'positive': 1, 'negative': 0, 'mixed': 0}",0.0032,0.6582,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
Fearless,Fearless,2008,"There's somethin' bout the way
The street looks when it's just rained
There's a glow off the pavement
You walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot
Yeah
Oh, yeah
We're drivin' down the road
I wonder if you know
I'm tryin' so hard not to get caught up now
But you're just so cool
Run your hands through your hair
Absent mindedly makin' me want you
And I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
So baby drive slow
'Til we run out of road in this one horse town
I wanna stay right here in this passenger seat
You put your eyes on me
In this moment now capture it, remember it
'Cause I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
Oh, oh
Well you stood there with me in the doorway
My hands shake
I'm not usually this way but
You pull me in and I'm a little more brave
It's the first kiss, it's flawless, really something, it's fearless
Oh, yeah
'Cause I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
'Cause I don't know how it gets better than this
You take my hand and drag me head first
Fearless
And I don't know why
But with you I'd dance in a storm
In my best dress
Fearless
Oh, oh, oh yeah",318,1530,positive,0.5121,0.5121,0.5511,0.35,,"[{'window_index': 0, 'negative': 0.033, 'neutral': 0.3829, 'positive': 0.5841, 'signed_score': 0.5511, 'weight': 24.8837}]","{'positive': 1, 'negative': 0, 'mixed': 0}",0.3154,0.3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,positive
Fifteen,Fearless,2008,"You take a deep breath
And you walk through the doors
It's the morning of your very first day
You say hi to your friends you ain't seen in awhile
Try and stay out of everybody's way
It's your freshman year
And you're gonna be here for the next four years
In this town
Hoping one of those senior boys
Will wink at you and say
""You know I haven't seen you around, before""
'Cause when you're fifteen
And somebody tells you they love you
You're gonna believe them
And when you're fifteen
Feeling like there's nothing to figure out
Well, count to ten
Take it in
This is life before you know who you're gonna be
At fifteen
You sit in class next to a red-head named Abigail
And soon enough you're best friends
Laughing at the other girls
Who think they're so cool
We'll be out of here as soon as we can
And then you're on your very first date
And he's got a car
And you're feeling like flying
And your mama's waiting up
And you're thinking he's the one
And you're dancing 'round your room when the night ends
When the night ends
'Cause when you're fifteen
And somebody tells you they love you
You're gonna believe them
And when you're fifteen
And your first kiss makes your head spin around
Well, in your life you'll do things
Greater than dating the boy on the football team
I didn't know it at fifteen
When all you wanted
Was to be wanted
Wish you could go back
And tell yourself what you know now
Back then I swore I was gonna marry him someday
But I realized some bigger dreams of mine
And Abigail gave everything she had
To a boy who changed his mind
And we both cried
'Cause when you're fifteen
And somebody tells you they love you
You're gonna believe them
And when you're fifteen
Don't forget to look before you fall
But I've found time can heal most anything
And you just might find who you're supposed to be
I didn't know who I was supposed to be
At fifteen
La-la la-la la-la-la-la
La-la la-la la-la-la-la
La-la la-la
Your very first day
Take a deep breath girl
Take a deep breath as you walk through the doors",385,2013,positive,0.4047,0.4047,0.449,0.2005,,"[{'window_index': 0, 'negative': 0.0186, 'neutral': 0.4164, 'positive': 0.565, 'signed_score': 0.5463, 'weight': 22.0454}, {'window_index': 1, 'negative': 0.059, 'neutral': 0.4707, 'positive': 0.4702, 'signed_score': 0.4112, 'weight': 9.1652}, {'window_index': 2, 'negative': 0.0881, 'neutral': 0.4966, 'positive': 0.4153, 'signed_score': 0.3272, 'weight': 14.7946}]","{'positive': 3, 'negative': 0, 'mixed': 0}",0.2065,0.3634,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,positive
Love Story,Fearless,2008,"We were both young when I first saw you
I close my eyes and the flashback starts
I'm standin' there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know
That you were Romeo, you were throwin' pebbles
And my daddy said, ""Stay away from Juliet""
And I was cryin' on the staircase
Beggin' you, ""Please don't go, "" and I said
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
So I sneak out to the garden to see you
We keep quiet, 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh oh
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was beggin' you, ""Please don't go, "" and I said
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
Romeo, save me, they're tryna tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say, ""Yes""
Oh, oh
I got tired of waiting
Wonderin' if you were ever comin' around
My faith in you was fading
When I met you on the outskirts of town, and I said
Romeo, save me, I've been feeling so alone
I keep waiting for you, but you never come
Is this in my head? I don't know what to think
He knelt to the ground and pulled out a ring
And said, ""Marry me, Juliet
You'll never have to be alone
I love you and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say, ""Yes""
Oh, oh, oh
Oh, oh, oh, oh
'Cause we were both young when I first saw you",379,1847,mixed,0.1516,0.1516,0.1538,0.206,,"[{'window_index': 0, 'negative': 0.0414, 'neutral': 0.619, 'positive': 0.3396, 'signed_score': 0.2982, 'weight': 21.8632}, {'window_index': 1, 'negative': 0.3426, 'neutral': 0.5047, 'positive': 0.1526, 'signed_score': -0.19, 'weight': 11.0}, {'window_index': 2, 'negative': 0.1489, 'neutral': 0.5109, 'positive': 0.3402, 'signed_score': 0.1913, 'weight': 16.6709}]","{'positive': 1, 'negative': 0, 'mixed': 2}",0.0614,0.4489,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,mixed
Hey Stephen,Fearless,2008,"Mmm-mm, mm-mm, mm-mm
Mmm-mm, mm-mm
Mmm-mm, mm-mm, mm-mm
Mmm-mm, yeah
Hey Stephen, I know looks can be deceiving
But I know I saw a light in you
And as we walked we would talk
And I didn't say half the things I wanted to
Of all the girls tossing rocks at your window
I'll be the one waiting there even when it's cold
Hey Stephen, boy, you might have me believing
I don't always have to be alone
'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
Hey Stephen, I've been holding back this feeling
So I've got some things to say to you (ha)
I've seen it all, so I thought
But I never seen nobody shine the way you do
The way you walk, way you talk, way you say my name
It's beautiful, wonderful, don't you ever change
Hey Stephen, why are people always leaving?
I think you and I should stay the same
'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
They're dimming the street lights
You're perfect for me
Why aren't you here tonight?
I'm waiting alone now
So come on and come out
And pull me near
And shine, shine, shine
Hey Stephen, I could give you 50 reasons
Why I should be the one you choose
All those other girls, well, they're beautiful
But would they write a song for you? (Ha-ha)
I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
If you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm I can't help myself
Myself
Can't help myself, I can't help myself
Oh, oh, oh
Mmm-mm, mm-mm, mm-mm
Mmm-mm, mm-mm
Mmm-mm, mm-mm, mm-mm
Mmm-mm, mm-mm
Mm-mm",416,2051,positive,0.5327,0.5327,0.58,0.2873,,"[{'window_index': 0, 'negative': 0.0501, 'neutral': 0.4603, 'positive': 0.4896, 'signed_score': 0.4394, 'weight': 21.5174}, {'window_index': 1, 'negative': 0.0272, 'neutral': 0.1916, 'positive': 0.7812, 'signed_score': 0.754, 'weight': 17.3897}]","{'positive': 2, 'negative': 0, 'mixed': 0}",0.3539,0.7178,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,positive
White Horse,Fearless,2008,"Say you're sorry, that face of an angel
Comes out just when you need it to
As I paced back and forth all this time
'Cause I honestly believed in you
Holdin' on, the days drag on
Stupid girl, I should've known, I should've known
That I'm not a princess, this ain't a fairy tale
I'm not the one you'll sweep off her feet
Lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse
To come around
Maybe I was naive, got lost in your eyes
And never really had a chance
My mistake, I didn't know to be in love
You had to fight to have the upper hand
I had so many dreams about you and me
Happy endings, now I know
I'm not a princess, this ain't a fairy tale
I'm not the one you'll sweep off her feet
Lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse
To come around
And there you are on your knees
Begging for forgiveness, begging for me
Just like I always wanted but I'm so sorry
'Cause I'm not your princess, this ain't a fairytale
I'm gonna find someone someday
Who might actually treat me well
This is a big world, that was a small town
There in my rear-view mirror disappearing now
And it's too late for you and your white horse
Now it's too late for you and your white horse
To catch me now
Oh, whoa, whoa, whoa
Try and catch me now, oh
It's too late
To catch me now",303,1484,mixed,0.0056,0.0056,0.0014,0.1147,,"[{'window_index': 0, 'negative': 0.2555, 'neutral': 0.4877, 'positive': 0.2569, 'signed_score': 0.0014, 'weight': 24.1197}]","{'positive': 0, 'negative': 0, 'mixed': 1}",-0.0879,0.4375,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
You Belong With Me,Fearless,2008,"You're on the phone with your girlfriend, she's upset
She's going off about something that you said
'Cause she doesn't get your humor like I do
I'm in the room, it's a typical Tuesday night
I'm listening to the kind of music she doesn't like
And she'll never know your story like I do
But she wears short skirts, I wear T-shirts
She's Cheer Captain, and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me, you belong with me
Walk in the streets with you in your worn-out jeans
I can't help thinking this is how it ought to be
Laughing on a park bench, thinking to myself
""Hey, isn't this easy?""
And you've got a smile that can light up this whole town
I haven't seen it in a while since she brought you down
You say you're fine, I know you better than that
Hey, what you doing with a girl like that?
She wears high heels, I wear sneakers
She's Cheer Captain, and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time
If you could see that I'm the one who understands you
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your backdoor
All this time how could you not know, baby?
You belong with me, you belong with me
Oh, I remember you driving to my house in the middle of the night
I'm the one who makes you laugh when you know you're 'bout to cry
I know your favorite songs and you tell me 'bout your dreams
Think I know where you belong, think I know it's with me
Can't you see that I'm the one who understands you?
Been here all along, so why can't you see?
You belong with me
Standing by and waiting at your backdoor
All this time how could you not know, baby?
You belong with me, you belong with me
You belong with me
Have you ever thought, just maybe
You belong with me?
You belong with me",396,2003,mixed,0.1426,0.1426,0.1501,0.0,,"[{'window_index': 0, 'negative': 0.457, 'neutral': 0.4677, 'positive': 0.0753, 'signed_score': -0.3817, 'weight': 21.6564}, {'window_index': 1, 'negative': 0.0255, 'neutral': 0.4178, 'positive': 0.5567, 'signed_score': 0.5312, 'weight': 10.1489}, {'window_index': 2, 'negative': 0.0211, 'neutral': 0.3427, 'positive': 0.6362, 'signed_score': 0.6151, 'weight': 16.4536}]","{'positive': 2, 'negative': 1, 'mixed': 0}",0.243,0.4664,0,2,2,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
Breathe,Fearless,2008,"I see your face in my mind as I drive away
'Cause none of us thought it was gonna end that way
People are people and sometimes we change our minds
But it's killing me to see you go after all this time

Mm-mm, mm-mm-mm-mm
Mm-mm, mm-mm-mm-mm
The music starts playing like the end of a sad movie
It's the kind of ending you don't really wanna see
'Cause it's tragedy and it'll only bring you down
Now I don't know what to be without you around

And we know it's never simple, never easy
Never a clean break, no one here to save me
You're the only thing I know like the back of my hand

And I can't breathe without you, but I have to
Breathe without you, but I have to

Never wanted this, never wanna see you hurt
Every little bump in the road, I tried to swerve
But people are people and sometimes it doesn't work out
And nothin' we say is gonna save us from the fallout

And we know it's never simple, never easy
Never a clean break, no one here to save me
You're the only thing I know like the back of my hand

And I can't breathe without you, but I have to
Breathe without you but I have to

It's 2 A.M., feeling like I just lost a friend
Hope you know it's not easy, easy for me
It's 2 A.M., feeling like I just lost a friend
Hope you know this ain't easy, easy for me

And we know it's never simple, never easy
Never a clean break, no one here to save me, oh

I can't breathe without you, but I have to
Breathe without you, but I have to
Breathe without you, but I have to
Breathe without you, but I have to

I'm sorry, I'm sorry (Mmm)
I'm sorry, (Yeah, yeah) I'm sorry
I'm sorry, I'm sorry (Ooh, ooh)
I'm sorry",326,1613,negative,0.5582,-0.5582,-0.6421,-0.2189,,"[{'window_index': 0, 'negative': 0.6739, 'neutral': 0.2942, 'positive': 0.0319, 'signed_score': -0.6421, 'weight': 25.8488}]","{'positive': 0, 'negative': 1, 'mixed': 0}",-0.122,0.7298,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,negative
Tell Me Why,Fearless,2008,"I took a chance, I took a shot
And you might think I'm bulletproof, but I'm not
You took a swing, I took it hard
And down here from the ground, I see who you are
I'm sick and tired of your attitude
I'm feeling like I don't know you
You tell me that you love me, then you cut me down
And I need you like a heartbeat
But you know you got a mean streak
Makes me run for cover when you're around
And here's to you and your temper
Yes, I remember what you said last night
And I know that you see what you're doing to me
Tell me why
You could write a book on
How to ruin someone's perfect day
Well, I get so confused and frustrated
Forget what I'm trying to say, oh
I'm sick and tired of your reasons
I got no one to believe in
You tell me that you want me, then push me around
And I need you like a heartbeat
But you know you got a mean streak
Makes me run for cover when you're around
Here's to you and your temper
Yes, I remember what you said last night
And I know that you see what you're doing to me
Tell me why
Why do you have to make me feel small
So you can feel whole inside?
Why do you have to put down my dreams
So you're the only thing on my mind?
When I'm sick and tired of your attitude
I'm feeling like I don't know you
You tell me that you want me, then cut me down
I'm sick and tired of your reasons
I've got no one to believe in
You ask me for my love, then you push me around
Here's to you and your temper
Yes, I remember what you said last night
And I know that you see what you're doing to me
Tell me why, why?
Tell me why
I take a step back, let you go
I told you I'm not bulletproof
Now you know",348,1613,negative,0.5624,-0.5624,-0.6542,-0.1072,,"[{'window_index': 0, 'negative': 0.6895, 'neutral': 0.2753, 'positive': 0.0353, 'signed_score': -0.6542, 'weight': 25.2}]","{'positive': 0, 'negative': 1, 'mixed': 0}",-0.1906,0.5334,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
You're Not Sorry,Fearless,2008,"All this time I was wasting
Hoping you would come around
I've been giving out chances every time
And all you do is let me down
And it's taking me this long
Baby but I figured you out
And you're thinking we'll be fine again
But not this time around
You don't have to call anymore
I won't pick up the phone
This is the last straw
Don't wanna hurt anymore
And you can tell me that you're sorry
But I don't believe you baby
Like I did before
You're not sorry, no no, no no
Looking so innocent
I might believe you if I didn't know
Could've loved you all my life
If you hadn't left me waiting in the cold
And you got your share of secrets
And I'm tired of being last to know
And now you're asking me to listen
Cause it's worked each time before
But you don't have to call anymore
I won't pick up the phone
This is the last straw
Don't wanna hurt anymore
And you can tell me that you're sorry
But I don't believe you baby
Like I did before
You're not sorry, no no
You're not sorry, no no
You had me crawling for you honey
And it never would've gone away, no
You used to shine so bright
But I watched all of it fade
You don't have to call anymore
I won't pick up the phone
This is the last straw there's nothing left to beg for
And you can tell me that you're sorry
But I don't believe you baby
Like I did before you're not sorry
No, no, no
You're not sorry, no no (no)",280,1361,negative,0.4652,-0.4652,-0.5639,-0.0598,,"[{'window_index': 0, 'negative': 0.6247, 'neutral': 0.3144, 'positive': 0.0609, 'signed_score': -0.5639, 'weight': 23.02}]","{'positive': 0, 'negative': 1, 'mixed': 0}",0.0391,0.6116,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
